"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210","130","110","130","160","190","250","300","330","340","360","410","430","450","500","580","630","720","840","980","1010","1250","1370","1540","1720","1880","1970","2080","2130","2380","2590",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,"940","840","800","900","930","980","890","990","1110","1240","1120","1150","1150","1210","1240","1330","1390","1450","1430","1430","1370","1230","1360","1590","1780","1990","2140","2530","2610","2710","2870","2950","3180","3120","2910","2850","2880","3120","3210",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"484.390782577542","511.326958182774","547.906078671626","589.701909513","632.467251827873","659.686095860544","708.11860092092","763.905547771914","805.907356024622","867.631557946141","976.153200283904","1180.40660538751","1382.19485044773","1546.70769524963","1623.12700902823","1719.18334598246","1928.90132613319","2277.74758093221","2608.26555444953","2712.12052933188","2581.33153812596","2451.28469156248","2497.14398374333","2578.25446226576","2842.88107866978","3315.77142305948","3914.02476142516","4061.70772729312","4212.67522474293","4360.70933925942","4672.59435138956","4751.22017087719","4944.44574974329","5243.45996254039","5493.25472461141","5532.29279674025","5302.21445646614","5311.8818061453","5496.57679888893","5473.78325375523","5431.9134660808","5831.97336663171","6643.36260909738","7361.03273213731","7853.28334864354","8370.51533373629","8961.69219382384","8991.95016959652","9422.42764031071","9909.26485183925","10503.6572549689","10883.8244555624","11005.4462183688","10671.3589234882","10410.1974228369","10473.33138052","11151.6251583975","11566.2242295101",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,"510","480","500","530","550","580","570","540",,,,,,,,,,,"1520","1660","1990","2320","2560","2850","3060","3030","3230","3520","3660","3800","3820","3960","4110","4060","4020","4190",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1940","2270","2470","2690","3070","3290","3420","3640","3780","3960","4020","4010","3970","3970","4340","4640",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1200","1150","1070","940",,
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3380","3510","3640","3660","3600","3230","3130","3070","2860","2670","2920","3720","4990","5630","5910","5980","5850","6190","6990","7570","7350","6760","6050","5470","5410","5750","6040",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1440","1430",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD",,,"270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","420","630","920","1110","1210","1260","1280","1290","1360","1530","1390",
